application_id,application_date,application_status,first_name,middle_name,last_name,preferred_name,gender,date_of_birth,nik,birth_place,blood_type,rt_rw,issue_date,email,phone_primary,phone_secondary,address_street,address_city,address_province,address_postal_code,address_country,linkedin_profile,personal_website,position_applied,department,employment_type,desired_salary,salary_negotiable,start_date_available,notice_period,work_authorization,visa_status,willing_to_relocate,remote_work_preference,travel_willingness,education_level,university_name,degree_major,degree_minor,graduation_year,gpa,academic_honors,total_experience,current_employer,current_position,current_salary,previous_employer_1,previous_position_1,previous_employer_2,previous_position_2,reason_for_leaving,technical_skills,soft_skills,programming_languages,certifications,languages_spoken,cover_letter_submitted,portfolio_url,github_profile,criminal_background,drug_test_consent,reference_check_consent,reference_1,reference_2,reference_3,emergency_contact_name,emergency_contact_relationship,emergency_contact_phone,preferred_work_schedule,overtime_availability,weekend_availability,how_found_position,referral_source,why_interested,career_goals,greatest_strength,biggest_weakness,religion,marital_status,bpjs_number,npwp_number,electronic_signature,signature_date,terms_accepted,privacy_policy_accepted
APP20250041,06/04/2025,Interview Scheduled,Yance,,Puspita,,Female,17/12/1989,123542971683,Tanjungpinang,O,006/002,07-07-2019,yance.puspita@ud.my.id,+62 81-1459-1035,,Gang Astana Anyar No. 684,Palembang,Jawa Timur,42433,Indonesia,https://linkedin.com/in/yance-puspita-623,,Guru SMP,Pendidikan,Full-time,"Rp 35,880,194",Ya,13/07/2025,Segera,Permanent Resident,N/A,Ya,Hybrid,11%,S2 (Magister),Universitas Hasanuddin,Pendidikan Fisika,,2021,3.3,Magna Cum Laude,12+ tahun,Hacktiv8,Landscape architect,"Rp 31,504,643",Hacktiv8,Media planner,Skill Academy,Sales promotion account executive,Relokasi,"Academic Research, Classroom Management, Kerja Tim, Educational Technology","Curriculum Development, Student Assessment",,"Sertifikat Pendidik, Microsoft Office Specialist, TOEFL/IELTS Certificate","Japanese, Bahasa Indonesia (Native), English",Ya,,,Tidak,Ya,Ya,"Setya Irawan, Haematologist di Hacktiv8, +62 (92) 802 0575, cawuksiregar@example.org","Rizki Prayoga, Engineer, automotive di Hacktiv8, (0751) 547 8528, ghaliyati61@example.com","Argono Suryono, Trade mark attorney di Skill Academy, +62 (74) 332-8236, faridapranawa@example.net",Dodo Saefullah,Orang Tua,+62 82-8948-3461,Mulai Siang,Tidak,Kadang-kadang,LinkedIn,,Saya tertarik dengan posisi ini karena Mollitia odit mollitia error odit quisquam. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Explicabo unde illo quas. dan mengembangkan keahlian dalam Educational Technology.,Komunikasi,Public Speaking,Konghucu,Belum Menikah,,,Yance Puspita,26/05/2025,Ya,Ya
APP20250042,08/05/2025,Under Review,Diah,,Rajata,,Female,14/01/1983,312922653757,Tegal,A,015/002,16-06-2018,diah.rajata@pd.com,+62 81-9253-8181,,Jl. Indragiri No. 99,Bandar Lampung,Kalimantan Timur,39452,Indonesia,https://linkedin.com/in/diah-rajata-408,,Perawat,Kesehatan,Part-time,"Rp 48,641,075",Ya,01/08/2025,Segera,WNA dengan Work Permit,Work Permit,Tidak,Fully Remote,40%,S1 (Sarjana),Universitas Pendidikan Indonesia,Fisioterapi,,2023,,,12+ tahun,Mayapada Healthcare,"Psychologist, prison and probation services","Rp 47,257,322",PT Kimia Farma,Biomedical scientist,RS Pondok Indah,Media buyer,Mencari Tantangan Baru,"Privacy Compliance, Clinical Documentation, Electronic Health Records, Analytical Thinking","Adaptability, Kepemimpinan",,Tidak ada,"Japanese, Bahasa Minang",Ya,,,Ya,Tidak,Ya,"Vera Pradipta, Agricultural engineer di RS Pondok Indah, +62-0122-425-9943, widyafujiati@example.com","Azalea Maryati, Research scientist (maths) di RS Pondok Indah, +62-80-973-6839, jsalahudin@example.org","Hesti Wahyuni, Engineer, drilling di RS Pondok Indah, +62 (006) 247-4408, jprasetya@example.org",Panji Yuniar,Suami/Istri,+62 87-4187-9241,Standar (9-17),Ya,Ya,JobStreet,Rama Rajata,Saya tertarik dengan posisi ini karena Aut similique mollitia placeat dolorum tempora. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Nostrum quis pariatur voluptas suscipit. dan mengembangkan keahlian dalam Privacy Compliance.,Problem Solving,Delegasi,Lainnya,Belum Menikah,BPJS-11620765,32.892.292.5-476.960,Diah Rajata,26/05/2025,Ya,Ya
APP20250043,01/04/2025,Interview Scheduled,Widya,Ana,Sitompul,,Female,11/12/1997,188726593063,Gorontalo,AB,003/001,03-11-2015,widya.sitompul@perum.desa.id,+62 87-2901-9477,,Jalan Lembong No. 54,Malang,Papua Barat,63154,Indonesia,https://linkedin.com/in/widya-sitompul-289,https://widyasitompul.com,Budget Analyst,Keuangan,Contract,"Rp 14,356,742",Tidak,28/05/2025,1 bulan,WNI (Warga Negara Indonesia),N/A,Dalam kota saja,Fully Remote,8%,S1 (Sarjana),Institut Teknologi Bandung,Asuransi,,2019,,,3-5 tahun,PT Bank Mandiri,"Lecturer, higher education","Rp 11,514,092",PT Bank Danamon,Warden/ranger,PT Bank Mandiri,Legal secretary,Pengembangan Karir,"Problem Solving, Analytical Thinking, Tax Regulation, Excel","SAP, Banking, Komunikasi, Kepemimpinan",,"Certified Internal Auditor (CIA), Certified Public Accountant (CPA)","Mandarin, Bahasa Bali, English, Arabic",Ya,,,Tidak,Ya,Ya,"Wirda Prayoga, Theatre stage manager di PT Prudential Indonesia, +62-49-156-9430, kania42@example.net","Drajat Mansur, Architectural technologist di PT Bank Mandiri, (021) 120-1641, yuniaropung@example.net","Nabila Ardianto, Press photographer di PT Bank Danamon, (0404) 875-7218, wacanajayadi@example.com",Asirwada Salahudin,Teman,+62 82-2119-3729,Standar (9-17),Ya,Tidak,Recruiter,Gamani Palastri,Saya tertarik dengan posisi ini karena Possimus delectus natus optio ratione. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Nemo reiciendis odio iure alias. dan mengembangkan keahlian dalam Banking.,Keahlian Teknis,Perfeksionis,Buddha,Menikah,BPJS-66971793,,Widya Sitompul,26/05/2025,Ya,Ya
APP20250044,13/05/2025,Pending,Cahyanto,,Lailasari,Cahyanto,Male,28/09/1977,368198151898,Tangerang Selatan,-,013/013,03-04-2018,cahyanto.lailasari@perum.edu,+62 81-6935-9047,+62 82-8670-5538,Jalan Jend. A. Yani No. 274,Jakarta,Bali,38818,Indonesia,https://linkedin.com/in/cahyanto-lailasari-756,https://cahyantolailasari.com,Healthcare Administrator,Kesehatan,Part-time,"Rp 7,674,296",Tidak,02/07/2025,Segera,Permanent Resident,N/A,Dalam Pulau Jawa saja,Work from Office,8%,D3 (Diploma),Universitas Gadjah Mada,Gizi,,2020,,,1-3 tahun,RS Persahabatan,"Geneticist, molecular","Rp 6,643,168",RS Pondok Indah,Community arts worker,RS Persahabatan,Careers adviser,Peluang Lebih Baik,"Adaptability, Emergency Care, Komunikasi, Bahasa Inggris",Patient Safety,,"SIP (Surat Ijin Praktik), BLS Certification, STR (Surat Tanda Registrasi)","Bahasa Batak, Mandarin, Bahasa Bali",Ya,,,Tidak,Tidak,Ya,"Jayeng Pranowo, Systems developer di RS Pondok Indah, (0108) 141 8968, jindradamanik@example.org","Paris Hariyah, Historic buildings inspector/conservation officer di RS Pondok Indah, (0468) 821 3234, saputrauchita@example.net","Jefri Hasanah, Chief Technology Officer di PT Kimia Farma, +62-547-596-8427, reza70@example.org",Jarwadi Wijayanti,Teman,+62 88-8972-9270,Jam Fleksibel,Ya,Kadang-kadang,LinkedIn,,Saya tertarik dengan posisi ini karena Rem dolorem atque magnam. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Asperiores totam praesentium sunt possimus dolor praesentium. dan mengembangkan keahlian dalam Adaptability.,Problem Solving,Perfeksionis,Katolik,Belum Menikah,BPJS-38833551,51.265.779.9-817.156,Cahyanto Lailasari,26/05/2025,Ya,Ya
APP20250045,03/04/2025,Pending,Luluh,,Laksita,Luluh,Male,02/08/1986,176428581926,Payakumbuh,O,002/009,10-12-2022,luluh.laksita@pd.web.id,+62 85-5202-1717,,Gg. M.H Thamrin No. 0,Pekanbaru,Nusa Tenggara Barat,45278,Indonesia,https://linkedin.com/in/luluh-laksita-468,,Guru SMP,Pendidikan,Part-time,"Rp 25,840,193",Tidak,18/06/2025,Segera,WNA dengan Work Permit,Work Permit,Dalam kota saja,Hybrid,14%,S2 (Magister),Universitas Bina Nusantara,Pendidikan Bahasa Indonesia,,2018,3.9,Magna Cum Laude,8-12 tahun,Institut Teknologi Bandung,Estate agent,"Rp 23,312,090",Zenius,Civil Service fast streamer,Universitas Gadjah Mada,Ranger/warden,Pengembangan Karir,"Teaching, Kepemimpinan, Bahasa Inggris, Problem Solving","Curriculum Development, Komunikasi",,"TOEFL/IELTS Certificate, Sertifikat Pendidik","Bahasa Sunda, Japanese, Bahasa Batak, English",Tidak,,,Tidak,Tidak,Ya,"Ulva Novitasari, Chiropodist di Zenius, (024) 193 9513, wahyuniprabawa@example.com","Oman Dongoran, Location manager di Universitas Gadjah Mada, (0461) 776-8407, usadalanang@example.org",,Sabrina Usada,Saudara,+62 87-2498-7707,Mulai Siang,Terbatas,Tidak,Recruiter,Bambang Manullang,Saya tertarik dengan posisi ini karena Numquam error vero quam. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Tempore cum suscipit quaerat doloremque. dan mengembangkan keahlian dalam Komunikasi.,Komunikasi,Public Speaking,Kristen,Menikah,BPJS-26238480,,Luluh Laksita,26/05/2025,Ya,Ya
APP20250046,04/04/2025,Under Review,Yono,,Nuraini,Yono,Male,04/10/1997,118949982525,Mojokerto,A,003/014,19-11-2016,yono.nuraini@perum.mil.id,+62 89-4250-7844,+62 89-2744-2347,Jl. S. Parman No. 71,Samarinda,Maluku,19093,Indonesia,https://linkedin.com/in/yono-nuraini-983,https://yononuraini.com,Credit Analyst,Keuangan,Contract,"Rp 7,406,425",Tidak,08/08/2025,1 bulan,WNA dengan Work Permit,Work Permit,Tidak,Work from Office,30%,S1 (Sarjana),Universitas Atmajaya,Akuntansi,Asuransi,2019,3.77,Wisudawan Terbaik,1-3 tahun,PT Asuransi Jiwasraya,Theatre stage manager,"Rp 7,045,673",PT Bank Central Asia,Hospital pharmacist,PT Prudential Indonesia,"Producer, television/film/video",Peluang Lebih Baik,"Financial Modeling, Analytical Thinking, PSAK, Komunikasi","Forecasting, Kepemimpinan",,Financial Risk Manager (FRM),"Bahasa Indonesia (Native), Bahasa Minang, Bahasa Batak, Mandarin",Tidak,,,Tidak,Tidak,Ya,"Dipa Purwanti, Dentist di PT Asuransi Jiwasraya, +62 (947) 869 1177, yessinashiruddin@example.com","Marwata Megantara, Best boy di PT Asuransi Jiwasraya, (0784) 959 0096, osihombing@example.net","Cawuk Hutapea, Teacher, adult education di PT Asuransi Jiwasraya, +62-097-099-5280, yuliantivega@example.net",Lega Mustofa,Teman,+62 89-3222-9990,Mulai Siang,Terbatas,Tidak,Job Fair,,Saya tertarik dengan posisi ini karena Maiores nulla amet expedita facere architecto esse. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Eveniet animi explicabo. dan mengembangkan keahlian dalam PSAK.,Kerja Tim,Public Speaking,Konghucu,Belum Menikah,BPJS-14264716,63.711.211.9-491.714,Yono Nuraini,26/05/2025,Ya,Ya
APP20250047,08/05/2025,Under Review,Hendri,Emas,Nurdiyanti,,Male,12/06/1993,134790380740,Bogor,AB,007/014,02-07-2022,hendri.nurdiyanti@pd.web.id,+62 8-5023-3193,,Gang Raya Ujungberung No. 3,Semarang,Sulawesi Tengah,02163,Indonesia,https://linkedin.com/in/hendri-nurdiyanti-472,,Business Analyst,Bisnis,Magang,"Rp 34,858,931",Ya,04/07/2025,2 minggu,WNA dengan Work Permit,Work Permit,Ya,Fleksibel,38%,S1 (Sarjana),Universitas Airlangga,Bisnis Internasional,,2020,,,8-12 tahun,PT Indofood Sukses Makmur,Customer service manager,"Rp 28,077,249",PT Gudang Garam,Bookseller,PT Bank Mandiri,"Librarian, academic",Relokasi,"Kerja Tim, CRM, Project Management, Adaptability","Kepemimpinan, Risk Assessment, Salesforce, Stakeholder Management",,Project Management Professional (PMP),"Bahasa Minang, Bahasa Bali, Bahasa Indonesia (Native), Mandarin",Ya,,,Tidak,Tidak,Ya,"Arsipatra Gunawan, Sports therapist di PT Pertamina, +62 (039) 933-1042, jagaharyanto@example.org","Atmaja Hassanah, Retail manager di PT Gudang Garam, 0800763012, widya14@example.org","Hari Permadi, Musician di PT Gudang Garam, +62 (70) 656 1363, rrajasa@example.com",Yance Zulkarnain,Teman,+62 8-2700-6634,Jam Fleksibel,Terbatas,Kadang-kadang,Recruiter,,Saya tertarik dengan posisi ini karena Consequuntur illo culpa autem animi non. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Molestias iusto neque vero perspiciatis. dan mengembangkan keahlian dalam Salesforce.,Keahlian Teknis,Public Speaking,Lainnya,Belum Menikah,BPJS-52774101,,Hendri Nurdiyanti,26/05/2025,Ya,Ya
APP20250048,02/05/2025,Pending,Rina,Yessi,Hardiansyah,,Female,30/10/1966,129830805615,Tasikmalaya,B,019/012,03-05-2023,rina.hardiansyah@perum.my.id,+62 88-1423-5519,,Jl. Dipenogoro No. 434,Bekasi,Lampung,29839,Indonesia,https://linkedin.com/in/rina-hardiansyah-722,,E-commerce Manager,Pemasaran,Part-time,"Rp 40,649,489",Ya,04/07/2025,2 minggu,WNI (Warga Negara Indonesia),N/A,Ya,Fully Remote,22%,S1 (Sarjana),Universitas Hasanuddin,Jurnalistik,,2021,,Dean's List,12+ tahun,PT Ogilvy Indonesia,"Education officer, museum","Rp 37,711,805",PT Ogilvy Indonesia,Firefighter,PT DDB Indonesia,Statistician,Restrukturisasi Perusahaan,"Kerja Tim, Manajemen Waktu, Bahasa Inggris, Komunikasi","TikTok Marketing, Content Creation, Problem Solving",,Google Ads Certified,"Bahasa Minang, Japanese, Bahasa Indonesia (Native), Arabic",Tidak,https://portfolio.rinahardiansyah.com,,Ya,Tidak,Ya,"Yulia Wijayanti, Pilot, airline di PT Ogilvy Indonesia, +62 (0400) 861-3046, vdabukke@example.net","Jatmiko Hardiansyah, Engineer, electronics di PT DDB Indonesia, +62-08-894-2376, kacungpranowo@example.net",,Gandi Wahyudin,Orang Tua,+62 8-6759-9943,Standar (9-17),Terbatas,Tidak,Job Fair,,Saya tertarik dengan posisi ini karena Amet culpa odit. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Ullam dolorem similique reiciendis nisi at. dan mengembangkan keahlian dalam Komunikasi.,Komunikasi,Manajemen Waktu,Katolik,Belum Menikah,BPJS-88379406,,Rina Hardiansyah,26/05/2025,Ya,Ya
APP20250049,23/05/2025,Pending,Prabowo,Bakianto,Saragih,Prabowo,Male,11/12/1959,214986598515,Purwokerto,AB,010/009,28-09-2018,prabowo.saragih@ud.ponpes.id,+62 82-9289-1001,,Jl. Dipatiukur No. 512,Samarinda,DKI Jakarta,38608,Indonesia,https://linkedin.com/in/prabowo-saragih-368,,Training Specialist,Pendidikan,Part-time,"Rp 20,836,820",Ya,07/07/2025,2 minggu,Permanent Resident,N/A,Ya,Work from Office,5%,S1 (Sarjana),Universitas Tarumanagara,Pendidikan Fisika,,2021,,,5-8 tahun,Zenius,Technical sales engineer,"Rp 19,765,960",Skill Academy,Private music teacher,Institut Teknologi Bandung,Learning mentor,Pengembangan Karir,"Adaptability, Student Assessment, Analytical Thinking, Curriculum Development","Kerja Tim, Learning Management Systems, Educational Technology, Academic Research",,"Microsoft Office Specialist, TOEFL/IELTS Certificate","Bahasa Bali, Bahasa Indonesia (Native), Bahasa Batak",Tidak,,,Tidak,Tidak,Ya,"Tomi Winarsih, Education officer, community di Zenius, (077) 934 2915, thamringhani@example.com","Darsirah Rahayu, Operational researcher di Zenius, +62-097-906-0108, cmelani@example.net","Wawan Hariyah, Audiological scientist di Zenius, +62-095-852-7226, cakrawala20@example.net",Farah Santoso,Teman,+62 87-7546-3626,Standar (9-17),Ya,Kadang-kadang,JobStreet,Surya Marpaung,Saya tertarik dengan posisi ini karena Nostrum nesciunt illo sunt assumenda dolore. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Minus praesentium laudantium fugit sapiente. dan mengembangkan keahlian dalam Academic Research.,Kerja Tim,Perfeksionis,Hindu,Menikah,BPJS-10385174,20.201.311.5-313.285,Prabowo Saragih,26/05/2025,Ya,Ya
APP20250050,13/05/2025,Interview Scheduled,Capa,,Budiyanto,,Male,19/12/1972,117328587187,Sawahlunto,O,020/007,14-07-2024,capa.budiyanto@pd.ac.id,+62 87-4583-5898,,Jalan Monginsidi No. 245,Surabaya,Sulawesi Utara,38362,Indonesia,https://linkedin.com/in/capa-budiyanto-356,,Asisten Medis,Kesehatan,Full-time,"Rp 10,970,110",Ya,19/07/2025,1 bulan,Permanent Resident,N/A,Tidak,Fully Remote,0%,S2 (Magister),Universitas Pendidikan Indonesia,Gizi,,2012,,,3-5 tahun,PT Kalbe Farma,Meteorologist,"Rp 10,618,856",RS Fatmawati,English as a second language teacher,RS Cipto Mangunkusumo,"Psychologist, counselling",Pengembangan Karir,"Komunikasi, Medical Terminology, Emergency Care, Analytical Thinking","Problem Solving, Privacy Compliance",,"STR (Surat Tanda Registrasi), BLS Certification","English, Bahasa Minang, Bahasa Bali, Bahasa Jawa",Ya,,,Tidak,Ya,Ya,"Oman Utama, Data scientist di RS Fatmawati, (0807) 213 3120, nugrohorafi@example.org","Cakrabuana Pertiwi, Heritage manager di RS Fatmawati, (0725) 851-6459, opadmasari@example.org",,Maryadi Waluyo,Suami/Istri,+62 82-1679-8916,Mulai Pagi,Tidak,Kadang-kadang,LinkedIn,,Saya tertarik dengan posisi ini karena Voluptates maiores natus repudiandae autem aliquam vel a. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Fuga magni adipisci minus libero veniam. dan mengembangkan keahlian dalam Komunikasi.,Keahlian Teknis,Public Speaking,Islam,Duda/Janda,,,Capa Budiyanto,26/05/2025,Ya,Ya
